photo_id,filename,capture_date,file_type,file_size_mb,camera_model,lens_model,focal_length,aperture,shutter_speed,iso,location,time_of_day,folder_path,collections,keywords,color_label,star_rating,flag_status,has_edits,edit_count,last_modified_date,shoot_id,genre
photo_000933,IMG_0933.JPG,2022-02-09 05:03:16,JPG,5.69,Canon EOS R6,85mm f/1.4,85,2.8,0.005,400,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""ceremony""]",,0,unflagged,True,14,2022-02-19 19:22:18.581067,10,wedding
photo_000934,IMG_0934.CR3,2022-02-09 03:39:25,CR3,34.83,Canon EOS R6,85mm f/1.4,50,1.8,0.005,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,True,7,2022-02-13 19:29:37.411245,10,wedding
photo_000935,IMG_0935.CR3,2022-02-09 06:13:39,CR3,19.04,Canon EOS R6,85mm f/1.4,50,1.8,0.005,400,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 06:13:39.000000,10,wedding
photo_000936,IMG_0936.CR3,2022-02-09 01:02:04,CR3,42.27,Canon EOS R6,85mm f/1.4,85,2.0,0.005,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,1,unflagged,False,0,2022-02-09 01:02:04.000000,10,wedding
photo_000937,IMG_0937.CR3,2022-02-09 00:57:31,CR3,23.13,Canon EOS R6,85mm f/1.4,85,2.8,0.008,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 00:57:31.000000,10,wedding
photo_000938,IMG_0938.CR3,2022-02-09 06:17:09,CR3,21.96,Canon EOS R6,85mm f/1.4,35,1.4,0.008,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 06:17:09.000000,10,wedding
photo_000939,IMG_0939.CR3,2022-02-09 08:45:49,CR3,36.06,Canon EOS R6,85mm f/1.4,50,1.8,0.005,100,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,1,unflagged,False,0,2022-02-09 08:45:49.000000,10,wedding
photo_000940,IMG_0940.CR3,2022-02-09 01:34:14,CR3,43.02,Canon EOS R6,85mm f/1.4,85,2.8,0.008,1600,"Chicago, IL",night,/2022/2022-02-09/,[],[],red,1,unflagged,False,0,2022-02-09 01:34:14.000000,10,wedding
photo_000941,IMG_0941.CR3,2022-02-09 07:07:36,CR3,43.37,Canon EOS R6,85mm f/1.4,85,2.8,0.005,400,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 07:07:36.000000,10,wedding
photo_000942,IMG_0942.CR3,2022-02-09 04:25:03,CR3,38.76,Canon EOS R6,85mm f/1.4,85,1.4,0.005,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,2,rejected,True,3,2022-02-12 23:33:05.485827,10,wedding
photo_000943,IMG_0943.CR3,2022-02-09 08:54:21,CR3,17.79,Canon EOS R6,85mm f/1.4,50,2.8,0.008,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 08:54:21.000000,10,wedding
photo_000944,IMG_0944.CR3,2022-02-09 03:11:35,CR3,26.52,Canon EOS R6,85mm f/1.4,85,2.8,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,True,5,2022-02-10 20:59:33.545963,10,wedding
photo_000945,IMG_0945.CR3,2022-02-09 06:57:06,CR3,35.96,Canon EOS R6,85mm f/1.4,50,2.0,0.005,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,rejected,True,5,2022-02-17 07:35:56.331524,10,wedding
photo_000946,IMG_0946.CR3,2022-02-09 07:47:12,CR3,22.27,Canon EOS R6,85mm f/1.4,50,1.8,0.00625,800,"Chicago, IL",morning,/2022/2022-02-09/,[],"[""couple""]",,1,unflagged,False,0,2022-02-09 07:47:12.000000,10,wedding
photo_000947,IMG_0947.CR3,2022-02-09 03:31:24,CR3,39.32,Canon EOS R6,85mm f/1.4,50,1.8,0.005,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 03:31:24.000000,10,wedding
photo_000948,IMG_0948.CR3,2022-02-09 08:53:51,CR3,34.91,Canon EOS R6,85mm f/1.4,35,1.8,0.005,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,1,unflagged,True,3,2022-02-10 22:52:01.584682,10,wedding
photo_000949,IMG_0949.CR3,2022-02-09 00:21:50,CR3,40.39,Canon EOS R6,85mm f/1.4,50,2.8,0.008,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 00:21:50.000000,10,wedding
photo_000950,IMG_0950.JPG,2022-02-09 08:29:43,JPG,6.31,Canon EOS R6,85mm f/1.4,50,1.8,0.005,400,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,2,rejected,False,0,2022-02-09 08:29:43.000000,10,wedding
photo_000951,IMG_0951.CR3,2022-02-09 03:59:04,CR3,22.95,Canon EOS R6,85mm f/1.4,85,2.8,0.008,1600,"Chicago, IL",night,/2022/2022-02-09/,[],"[""couple""]",,1,unflagged,True,5,2022-02-13 04:42:24.470460,10,wedding
photo_000952,IMG_0952.CR3,2022-02-09 00:15:44,CR3,31.66,Canon EOS R6,85mm f/1.4,50,1.8,0.00625,800,"Chicago, IL",night,/2022/2022-02-09/,[],"[""couple""]",,1,unflagged,True,7,2022-03-01 23:29:04.685162,10,wedding
photo_000953,IMG_0953.CR3,2022-02-09 04:52:50,CR3,35.87,Canon EOS R6,85mm f/1.4,85,1.8,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 04:52:50.000000,10,wedding
photo_000954,IMG_0954.CR3,2022-02-09 01:52:52,CR3,24.32,Canon EOS R6,85mm f/1.4,50,1.8,0.003125,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 01:52:52.000000,10,wedding
photo_000955,IMG_0955.CR3,2022-02-09 03:04:51,CR3,37.57,Canon EOS R6,85mm f/1.4,85,2.0,0.003125,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],red,0,picked,False,0,2022-02-09 03:04:51.000000,10,wedding
photo_000956,IMG_0956.JPG,2022-02-09 06:20:07,JPG,2.63,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,800,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,1,unflagged,True,7,2022-02-15 04:31:41.291668,10,wedding
photo_000957,IMG_0957.CR3,2022-02-09 03:48:02,CR3,38.42,Canon EOS R6,85mm f/1.4,50,2.8,0.005,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,True,4,2022-02-24 18:55:19.406789,10,wedding
photo_000958,IMG_0958.CR3,2022-02-09 02:48:26,CR3,26.28,Canon EOS R6,85mm f/1.4,50,1.4,0.005,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,2,rejected,True,8,2022-02-10 04:10:29.826239,10,wedding
photo_000959,IMG_0959.CR3,2022-02-09 03:59:37,CR3,35.61,Canon EOS R6,85mm f/1.4,35,1.8,0.008,200,"Chicago, IL",night,/2022/2022-02-09/,[],"[""family""]",,0,unflagged,False,0,2022-02-09 03:59:37.000000,10,wedding
photo_000960,IMG_0960.CR3,2022-02-09 06:49:10,CR3,20.96,Canon EOS R6,85mm f/1.4,35,1.8,0.005,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,True,4,2022-02-16 15:59:40.717071,10,wedding
photo_000961,IMG_0961.CR3,2022-02-09 02:59:05,CR3,31.47,Canon EOS R6,85mm f/1.4,50,1.8,0.003125,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,rejected,False,0,2022-02-09 02:59:05.000000,10,wedding
photo_000962,IMG_0962.CR3,2022-02-09 07:44:08,CR3,39.86,Canon EOS R6,85mm f/1.4,85,1.8,0.005,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],red,0,picked,False,0,2022-02-09 07:44:08.000000,10,wedding
photo_000963,IMG_0963.CR3,2022-02-09 06:15:11,CR3,21.89,Canon EOS R6,85mm f/1.4,50,1.8,0.004,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""bride""]",,1,unflagged,False,0,2022-02-09 06:15:11.000000,10,wedding
photo_000964,IMG_0964.CR3,2022-02-09 01:40:52,CR3,16.34,Canon EOS R6,85mm f/1.4,35,1.8,0.005,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,1,unflagged,True,5,2022-02-23 19:18:39.372596,10,wedding
photo_000965,IMG_0965.JPG,2022-02-09 03:12:07,JPG,4.73,Canon EOS R6,85mm f/1.4,50,1.8,0.005,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 03:12:07.000000,10,wedding
photo_000966,IMG_0966.CR3,2022-02-09 08:32:14,CR3,42.28,Canon EOS R6,85mm f/1.4,50,2.8,0.003125,1600,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 08:32:14.000000,10,wedding
photo_000967,IMG_0967.CR3,2022-02-09 00:12:07,CR3,39.46,Canon EOS R6,85mm f/1.4,50,2.8,0.003125,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,2,unflagged,False,0,2022-02-09 00:12:07.000000,10,wedding
photo_000968,IMG_0968.CR3,2022-02-09 07:31:11,CR3,39.13,Canon EOS R6,85mm f/1.4,35,1.4,0.005,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],red,0,unflagged,True,4,2022-02-10 14:58:24.160580,10,wedding
photo_000969,IMG_0969.CR3,2022-02-09 05:18:13,CR3,29.86,Canon EOS R6,85mm f/1.4,50,1.4,0.005,400,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,3,unflagged,False,0,2022-02-09 05:18:13.000000,10,wedding
photo_000970,IMG_0970.CR3,2022-02-09 07:02:06,CR3,26.34,Canon EOS R6,85mm f/1.4,50,2.0,0.003125,400,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,True,5,2022-02-18 16:18:21.764333,10,wedding
photo_000971,IMG_0971.CR3,2022-02-09 00:31:32,CR3,30.88,Canon EOS R6,85mm f/1.4,50,1.4,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 00:31:32.000000,10,wedding
photo_000972,IMG_0972.CR3,2022-02-09 05:26:12,CR3,41.72,Canon EOS R6,85mm f/1.4,85,2.0,0.005,100,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,3,rejected,False,0,2022-02-09 05:26:12.000000,10,wedding
photo_000973,IMG_0973.CR3,2022-02-09 01:20:14,CR3,27.55,Canon EOS R6,85mm f/1.4,35,2.8,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 01:20:14.000000,10,wedding
photo_000974,IMG_0974.CR3,2022-02-09 06:57:14,CR3,25.44,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,100,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,True,2,2022-02-14 17:41:32.685241,10,wedding
photo_000975,IMG_0975.JPG,2022-02-09 06:09:13,JPG,7.1,Canon EOS R6,85mm f/1.4,85,1.4,0.004,1600,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,1,unflagged,False,0,2022-02-09 06:09:13.000000,10,wedding
photo_000976,IMG_0976.CR3,2022-02-09 02:29:46,CR3,17.17,Canon EOS R6,85mm f/1.4,50,2.0,0.004,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 02:29:46.000000,10,wedding
photo_000977,IMG_0977.CR3,2022-02-09 05:08:02,CR3,39.74,Canon EOS R6,85mm f/1.4,50,2.0,0.005,800,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""bride""]",,0,unflagged,True,3,2022-02-19 01:45:31.947073,10,wedding
photo_000978,IMG_0978.CR3,2022-02-09 07:29:26,CR3,31.43,Canon EOS R6,85mm f/1.4,85,1.4,0.00625,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,rejected,False,0,2022-02-09 07:29:26.000000,10,wedding
photo_000979,IMG_0979.CR3,2022-02-09 02:50:50,CR3,38.73,Canon EOS R6,85mm f/1.4,85,1.4,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,True,5,2022-02-12 01:22:27.902735,10,wedding
photo_000980,IMG_0980.CR3,2022-02-09 08:54:14,CR3,16.32,Canon EOS R6,85mm f/1.4,50,1.4,0.008,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,1,picked,False,0,2022-02-09 08:54:14.000000,10,wedding
photo_000981,IMG_0981.CR3,2022-02-09 03:37:30,CR3,22.39,Canon EOS R6,85mm f/1.4,50,1.8,0.005,800,"Chicago, IL",night,/2022/2022-02-09/,[],"[""couple""]",yellow,0,rejected,False,0,2022-02-09 03:37:30.000000,10,wedding
photo_000982,IMG_0982.CR3,2022-02-09 03:15:20,CR3,20.71,Canon EOS R6,85mm f/1.4,85,2.0,0.004,1600,"Chicago, IL",night,/2022/2022-02-09/,[],"[""reception""]",,0,unflagged,False,0,2022-02-09 03:15:20.000000,10,wedding
photo_000983,IMG_0983.CR3,2022-02-09 00:26:02,CR3,41.17,Canon EOS R6,85mm f/1.4,85,1.8,0.005,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 00:26:02.000000,10,wedding
photo_000984,IMG_0984.CR3,2022-02-09 00:27:33,CR3,20.97,Canon EOS R6,85mm f/1.4,50,1.4,0.00625,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,0,unflagged,False,0,2022-02-09 00:27:33.000000,10,wedding
photo_000985,IMG_0985.CR3,2022-02-09 01:28:31,CR3,18.96,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,True,5,2022-02-12 01:38:53.154431,10,wedding
photo_000986,IMG_0986.CR3,2022-02-09 06:13:08,CR3,20.87,Canon EOS R6,85mm f/1.4,50,1.8,0.003125,400,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""wedding""]",,1,unflagged,True,3,2022-02-12 19:27:07.205101,10,wedding
photo_000987,IMG_0987.CR3,2022-02-09 04:10:45,CR3,38.48,Canon EOS R6,85mm f/1.4,85,1.4,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 04:10:45.000000,10,wedding
photo_000988,IMG_0988.CR3,2022-02-09 07:29:49,CR3,17.06,Canon EOS R6,85mm f/1.4,35,1.8,0.003125,400,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,True,3,2022-02-15 23:07:27.483679,10,wedding
photo_000989,IMG_0989.CR3,2022-02-09 05:40:29,CR3,40.07,Canon EOS R6,85mm f/1.4,50,1.8,0.00625,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""couple""]",yellow,0,unflagged,True,9,2022-02-19 00:56:04.147733,10,wedding
photo_000990,IMG_0990.CR3,2022-02-09 05:33:02,CR3,28.53,Canon EOS R6,85mm f/1.4,85,1.8,0.008,100,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 05:33:02.000000,10,wedding
photo_000991,IMG_0991.CR3,2022-02-09 08:36:50,CR3,29.97,Canon EOS R6,85mm f/1.4,85,1.8,0.005,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 08:36:50.000000,10,wedding
photo_000992,IMG_0992.CR3,2022-02-09 05:47:59,CR3,37.08,Canon EOS R6,85mm f/1.4,85,2.0,0.004,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,3,picked,False,0,2022-02-09 05:47:59.000000,10,wedding
photo_000993,IMG_0993.CR3,2022-02-09 00:07:24,CR3,37.44,Canon EOS R6,85mm f/1.4,50,1.4,0.008,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],,1,picked,False,0,2022-02-09 00:07:24.000000,10,wedding
photo_000994,IMG_0994.CR3,2022-02-09 02:41:35,CR3,34.13,Canon EOS R6,85mm f/1.4,50,2.0,0.00625,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 02:41:35.000000,10,wedding
photo_000995,IMG_0995.CR3,2022-02-09 02:21:15,CR3,24.2,Canon EOS R6,85mm f/1.4,50,1.8,0.004,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,2,unflagged,False,0,2022-02-09 02:21:15.000000,10,wedding
photo_000996,IMG_0996.CR3,2022-02-09 03:48:47,CR3,23.08,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,800,"Chicago, IL",night,/2022/2022-02-09/,[],[],,3,unflagged,False,0,2022-02-09 03:48:47.000000,10,wedding
photo_000997,IMG_0997.CR3,2022-02-09 08:43:27,CR3,43.42,Canon EOS R6,85mm f/1.4,50,2.8,0.003125,100,"Chicago, IL",morning,/2022/2022-02-09/,[],"[""groom""]",red,0,unflagged,False,0,2022-02-09 08:43:27.000000,10,wedding
photo_000998,IMG_0998.CR3,2022-02-09 08:33:53,CR3,25.16,Canon EOS R6,85mm f/1.4,85,2.8,0.004,100,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 08:33:53.000000,10,wedding
photo_000999,IMG_0999.CR3,2022-02-09 08:57:18,CR3,33.46,Canon EOS R6,85mm f/1.4,50,1.8,0.00625,1600,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 08:57:18.000000,10,wedding
photo_001000,IMG_1000.JPG,2022-02-09 01:12:57,JPG,3.69,Canon EOS R6,85mm f/1.4,85,1.8,0.008,800,"Chicago, IL",night,/2022/2022-02-09/,[],"[""ceremony""]",,0,unflagged,False,0,2022-02-09 01:12:57.000000,10,wedding
photo_001001,IMG_1001.CR3,2022-02-09 04:04:06,CR3,32.19,Canon EOS R6,85mm f/1.4,50,1.4,0.005,200,"Chicago, IL",night,/2022/2022-02-09/,[],"[""bride""]",yellow,0,unflagged,False,0,2022-02-09 04:04:06.000000,10,wedding
photo_001002,IMG_1002.CR3,2022-02-09 03:33:40,CR3,35.27,Canon EOS R6,85mm f/1.4,85,2.0,0.008,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,1,picked,False,0,2022-02-09 03:33:40.000000,10,wedding
photo_001003,IMG_1003.CR3,2022-02-09 02:30:22,CR3,39.85,Canon EOS R6,85mm f/1.4,50,2.8,0.008,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,1,rejected,True,9,2022-02-14 20:56:47.692315,10,wedding
photo_001004,IMG_1004.JPG,2022-02-09 03:04:01,JPG,7.29,Canon EOS R6,85mm f/1.4,85,1.8,0.004,400,"Chicago, IL",night,/2022/2022-02-09/,[],"[""reception""]",,2,unflagged,False,0,2022-02-09 03:04:01.000000,10,wedding
photo_001005,IMG_1005.CR3,2022-02-09 06:37:21,CR3,22.35,Canon EOS R6,85mm f/1.4,85,1.4,0.004,100,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,1,picked,False,0,2022-02-09 06:37:21.000000,10,wedding
photo_001006,IMG_1006.CR3,2022-02-09 08:53:35,CR3,27.2,Canon EOS R6,85mm f/1.4,85,1.8,0.008,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],red,0,unflagged,True,7,2022-02-10 22:37:56.756106,10,wedding
photo_001007,IMG_1007.CR3,2022-02-09 04:10:50,CR3,30.65,Canon EOS R6,85mm f/1.4,50,1.8,0.004,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,1,unflagged,False,0,2022-02-09 04:10:50.000000,10,wedding
photo_001008,IMG_1008.CR3,2022-02-09 00:09:22,CR3,20.24,Canon EOS R6,85mm f/1.4,35,1.8,0.003125,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 00:09:22.000000,10,wedding
photo_001009,IMG_1009.CR3,2022-02-09 02:45:34,CR3,26.17,Canon EOS R6,85mm f/1.4,50,1.8,0.008,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 02:45:34.000000,10,wedding
photo_001010,IMG_1010.CR3,2022-02-09 02:10:15,CR3,35.2,Canon EOS R6,85mm f/1.4,50,1.8,0.008,1600,"Chicago, IL",night,/2022/2022-02-09/,[],[],red,1,unflagged,False,0,2022-02-09 02:10:15.000000,10,wedding
photo_001011,IMG_1011.CR3,2022-02-09 07:16:23,CR3,36.57,Canon EOS R6,85mm f/1.4,50,2.0,0.004,100,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,picked,True,4,2022-02-13 13:41:55.773488,10,wedding
photo_001012,IMG_1012.CR3,2022-02-09 05:22:09,CR3,40.35,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,1600,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,True,7,2022-02-11 21:24:08.323974,10,wedding
photo_001013,IMG_1013.CR3,2022-02-09 04:07:58,CR3,33.15,Canon EOS R6,85mm f/1.4,35,1.8,0.004,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 04:07:58.000000,10,wedding
photo_001014,IMG_1014.CR3,2022-02-09 07:59:20,CR3,39.7,Canon EOS R6,85mm f/1.4,50,2.8,0.004,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 07:59:20.000000,10,wedding
photo_001015,IMG_1015.CR3,2022-02-09 08:21:41,CR3,41.24,Canon EOS R6,85mm f/1.4,50,1.4,0.005,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,2,unflagged,False,0,2022-02-09 08:21:41.000000,10,wedding
photo_001016,IMG_1016.CR3,2022-02-09 02:51:36,CR3,24.93,Canon EOS R6,85mm f/1.4,35,2.0,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 02:51:36.000000,10,wedding
photo_001017,IMG_1017.JPG,2022-02-09 01:46:30,JPG,3.33,Canon EOS R6,85mm f/1.4,50,2.0,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],"[""reception""]",,1,picked,True,8,2022-02-18 20:57:29.579645,10,wedding
photo_001018,IMG_1018.CR3,2022-02-09 00:25:39,CR3,44.28,Canon EOS R6,85mm f/1.4,35,2.0,0.008,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,0,unflagged,True,8,2022-02-26 20:38:00.530152,10,wedding
photo_001019,IMG_1019.CR3,2022-02-09 00:38:41,CR3,16.0,Canon EOS R6,85mm f/1.4,85,1.8,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],red,0,unflagged,False,0,2022-02-09 00:38:41.000000,10,wedding
photo_001020,IMG_1020.CR3,2022-02-09 04:12:01,CR3,41.93,Canon EOS R6,85mm f/1.4,50,2.8,0.004,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],yellow,0,unflagged,False,0,2022-02-09 04:12:01.000000,10,wedding
photo_001021,IMG_1021.CR3,2022-02-09 01:32:25,CR3,29.3,Canon EOS R6,85mm f/1.4,50,1.8,0.005,100,"Chicago, IL",night,/2022/2022-02-09/,[],[],red,0,unflagged,False,0,2022-02-09 01:32:25.000000,10,wedding
photo_001022,IMG_1022.CR3,2022-02-09 00:58:42,CR3,42.83,Canon EOS R6,85mm f/1.4,85,2.0,0.004,800,"Chicago, IL",night,/2022/2022-02-09/,[],"[""family""]",,0,unflagged,False,0,2022-02-09 00:58:42.000000,10,wedding
photo_001023,IMG_1023.CR3,2022-02-09 06:23:00,CR3,20.31,Canon EOS R6,85mm f/1.4,35,1.8,0.00625,100,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,2,unflagged,False,0,2022-02-09 06:23:00.000000,10,wedding
photo_001024,IMG_1024.CR3,2022-02-09 08:05:13,CR3,34.62,Canon EOS R6,85mm f/1.4,85,1.4,0.004,1600,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,rejected,False,0,2022-02-09 08:05:13.000000,10,wedding
photo_001025,IMG_1025.CR3,2022-02-09 07:18:10,CR3,41.81,Canon EOS R6,85mm f/1.4,85,2.8,0.00625,400,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 07:18:10.000000,10,wedding
photo_001026,IMG_1026.CR3,2022-02-09 06:08:53,CR3,37.92,Canon EOS R6,85mm f/1.4,85,1.4,0.005,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],"[""bride""]",,0,unflagged,False,0,2022-02-09 06:08:53.000000,10,wedding
photo_001027,IMG_1027.JPG,2022-02-09 08:21:04,JPG,9.23,Canon EOS R6,85mm f/1.4,85,2.8,0.005,800,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 08:21:04.000000,10,wedding
photo_001028,IMG_1028.JPG,2022-02-09 00:26:40,JPG,4.07,Canon EOS R6,85mm f/1.4,50,2.0,0.00625,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 00:26:40.000000,10,wedding
photo_001029,IMG_1029.CR3,2022-02-09 02:12:11,CR3,30.11,Canon EOS R6,85mm f/1.4,35,2.0,0.004,400,"Chicago, IL",night,/2022/2022-02-09/,[],"[""ceremony""]",red,2,picked,True,6,2022-02-10 12:02:03.862486,10,wedding
photo_001030,IMG_1030.CR3,2022-02-09 04:53:37,CR3,29.91,Canon EOS R6,85mm f/1.4,85,1.8,0.005,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,picked,False,0,2022-02-09 04:53:37.000000,10,wedding
photo_001031,IMG_1031.CR3,2022-02-09 00:50:00,CR3,19.84,Canon EOS R6,85mm f/1.4,50,2.0,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,1,picked,False,0,2022-02-09 00:50:00.000000,10,wedding
photo_001032,IMG_1032.CR3,2022-02-09 07:07:41,CR3,20.04,Canon EOS R6,85mm f/1.4,50,1.8,0.00625,800,"Chicago, IL",morning,/2022/2022-02-09/,[],"[""bride""]",yellow,0,rejected,False,0,2022-02-09 07:07:41.000000,10,wedding
photo_001033,IMG_1033.CR3,2022-02-09 03:01:07,CR3,30.36,Canon EOS R6,85mm f/1.4,50,2.0,0.00625,200,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 03:01:07.000000,10,wedding
photo_001034,IMG_1034.CR3,2022-02-09 05:37:30,CR3,20.15,Canon EOS R6,85mm f/1.4,35,2.0,0.008,200,"Chicago, IL",sunrise,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 05:37:30.000000,10,wedding
photo_001035,IMG_1035.CR3,2022-02-09 07:44:52,CR3,36.56,Canon EOS R6,85mm f/1.4,85,1.4,0.004,200,"Chicago, IL",morning,/2022/2022-02-09/,[],[],,1,unflagged,False,0,2022-02-09 07:44:52.000000,10,wedding
photo_001036,IMG_1036.CR3,2022-02-09 04:10:37,CR3,21.97,Canon EOS R6,85mm f/1.4,85,2.0,0.003125,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,unflagged,False,0,2022-02-09 04:10:37.000000,10,wedding
photo_001037,IMG_1037.CR3,2022-02-09 02:22:10,CR3,31.6,Canon EOS R6,85mm f/1.4,35,1.4,0.005,400,"Chicago, IL",night,/2022/2022-02-09/,[],[],,0,rejected,False,0,2022-02-09 02:22:10.000000,10,wedding
